condition,base_pid,gender,age_band,race,selected_n,in_panel500
perfect prawn,pid_528,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_541,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_542,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_559,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_563,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_566,Female,18-29,Black / African-American,500,yes
perfect prawn,pid_569,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_577,Female,18-29,Black / African-American,500,yes
perfect prawn,pid_578,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_582,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_585,Male,60+,Asian / Asian-American,500,yes
perfect prawn,pid_586,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_607,Male,30-44,Black / African-American,500,yes
perfect prawn,pid_609,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_610,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_628,Male,18-29,Black / African-American,500,yes
perfect prawn,pid_629,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_636,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_653,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_654,Male,45-59,Black / African-American,500,yes
perfect prawn,pid_667,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_676,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_679,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_684,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_687,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_691,Female,60+,Black / African-American,500,yes
perfect prawn,pid_695,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_708,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_714,Female,45-59,Asian / Asian-American,500,yes
perfect prawn,pid_715,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_716,Male,18-29,Black / African-American,500,yes
perfect prawn,pid_717,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_718,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_721,Male,45-59,Asian / Asian-American,500,yes
perfect prawn,pid_732,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_736,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_738,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_744,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_753,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_757,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_758,Female,60+,Black / African-American,500,yes
perfect prawn,pid_761,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_764,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_767,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_773,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_774,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_788,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_792,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_797,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_800,Female,60+,Latino / Hispanic,500,yes
perfect prawn,pid_804,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_805,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_808,Male,30-44,Asian / Asian-American,500,yes
perfect prawn,pid_814,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_822,Male,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_824,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_839,Male,45-59,Black / African-American,500,yes
perfect prawn,pid_845,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_846,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_847,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_857,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_860,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_861,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_863,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_869,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_871,Female,60+,Latino / Hispanic,500,yes
perfect prawn,pid_872,Male,45-59,Black / African-American,500,yes
perfect prawn,pid_881,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_882,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_883,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_895,Female,30-44,Asian / Asian-American,500,yes
perfect prawn,pid_897,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_900,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_903,Female,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_904,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_910,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_913,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_914,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_916,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_917,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_920,Male,60+,Black / African-American,500,yes
perfect prawn,pid_921,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_924,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_926,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_933,Female,60+,Other,500,yes
perfect prawn,pid_935,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_939,Female,60+,Latino / Hispanic,500,yes
perfect prawn,pid_940,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_945,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_946,Female,45-59,Asian / Asian-American,500,yes
perfect prawn,pid_949,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_950,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_951,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_954,Female,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_955,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_957,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_958,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_961,Female,30-44,Black / African-American,500,yes
perfect prawn,pid_969,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_970,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_976,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_983,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1001,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1003,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1007,Male,30-44,Black / African-American,500,yes
perfect prawn,pid_1010,Female,60+,Latino / Hispanic,500,yes
perfect prawn,pid_1011,Female,30-44,Other,500,yes
perfect prawn,pid_1016,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1018,Female,18-29,Other,500,yes
perfect prawn,pid_1019,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_1030,Female,45-59,Other,500,yes
perfect prawn,pid_1037,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1041,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1043,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1044,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1047,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1048,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1051,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1054,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1060,Male,30-44,Black / African-American,500,yes
perfect prawn,pid_1063,Female,18-29,Asian / Asian-American,500,yes
perfect prawn,pid_1064,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1072,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1082,Female,45-59,Black / African-American,500,yes
perfect prawn,pid_1089,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1094,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1097,Female,60+,Latino / Hispanic,500,yes
perfect prawn,pid_1100,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1109,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1114,Male,45-59,Other,500,yes
perfect prawn,pid_1115,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1116,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1124,Female,30-44,Black / African-American,500,yes
perfect prawn,pid_1125,Male,30-44,Asian / Asian-American,500,yes
perfect prawn,pid_1131,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1132,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_1135,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1137,Male,60+,Asian / Asian-American,500,yes
perfect prawn,pid_1138,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1144,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1145,Female,30-44,Asian / Asian-American,500,yes
perfect prawn,pid_1147,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1148,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1153,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1157,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1159,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1168,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1174,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1176,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1178,Female,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1182,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1183,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1187,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1188,Male,18-29,Asian / Asian-American,500,yes
perfect prawn,pid_1189,Female,30-44,Asian / Asian-American,500,yes
perfect prawn,pid_1193,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1194,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1197,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1199,Male,60+,Black / African-American,500,yes
perfect prawn,pid_1202,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1203,Male,18-29,Asian / Asian-American,500,yes
perfect prawn,pid_1212,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1217,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_1219,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1221,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1225,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1227,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1238,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1240,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1248,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1249,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1253,Female,45-59,Black / African-American,500,yes
perfect prawn,pid_1256,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1262,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1273,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1278,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1286,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1289,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1290,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1299,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1301,Female,45-59,Black / African-American,500,yes
perfect prawn,pid_1302,Male,30-44,Black / African-American,500,yes
perfect prawn,pid_1311,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1316,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1317,Female,30-44,Black / African-American,500,yes
perfect prawn,pid_1323,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1339,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1343,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1345,Male,18-29,Asian / Asian-American,500,yes
perfect prawn,pid_1350,Male,30-44,Asian / Asian-American,500,yes
perfect prawn,pid_1353,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1362,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1367,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1368,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1369,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1379,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1380,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1382,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1386,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1387,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1400,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1403,Female,30-44,Black / African-American,500,yes
perfect prawn,pid_1411,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1412,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1413,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1416,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1418,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1420,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1423,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1427,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1435,Female,30-44,Black / African-American,500,yes
perfect prawn,pid_1439,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1445,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1446,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1448,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1449,Female,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1451,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_1452,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1455,Female,18-29,Black / African-American,500,yes
perfect prawn,pid_1457,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1458,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1460,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1463,Male,30-44,Black / African-American,500,yes
perfect prawn,pid_1465,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1471,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1473,Female,30-44,Black / African-American,500,yes
perfect prawn,pid_1474,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1477,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1487,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1499,Male,60+,Black / African-American,500,yes
perfect prawn,pid_1502,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1503,Male,45-59,White / Caucasian,500,yes
perfect prawn,pid_1512,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1516,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1522,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1526,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1531,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1534,Male,45-59,Black / African-American,500,yes
perfect prawn,pid_1539,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1544,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1546,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1548,Female,18-29,Black / African-American,500,yes
perfect prawn,pid_1554,Male,60+,Latino / Hispanic,500,yes
perfect prawn,pid_1563,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_1566,Male,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1571,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1581,Female,30-44,Black / African-American,500,yes
perfect prawn,pid_1583,Male,18-29,Other,500,yes
perfect prawn,pid_1584,Female,30-44,Asian / Asian-American,500,yes
perfect prawn,pid_1586,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1588,Male,45-59,Asian / Asian-American,500,yes
perfect prawn,pid_1590,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1596,Female,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1598,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1604,Female,60+,Latino / Hispanic,500,yes
perfect prawn,pid_1605,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1625,Male,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1643,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1645,Male,45-59,Asian / Asian-American,500,yes
perfect prawn,pid_1649,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1653,Male,18-29,White / Caucasian,500,yes
perfect prawn,pid_1656,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1657,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1660,Female,18-29,Asian / Asian-American,500,yes
perfect prawn,pid_1663,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1667,Female,18-29,White / Caucasian,500,yes
perfect prawn,pid_1670,Female,18-29,Latino / Hispanic,500,yes
perfect prawn,pid_1676,Female,18-29,Asian / Asian-American,500,yes
perfect prawn,pid_1680,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1681,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_1684,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1687,Female,30-44,Latino / Hispanic,500,yes
perfect prawn,pid_1689,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1697,Male,45-59,Black / African-American,500,yes
perfect prawn,pid_1704,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1712,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1717,Male,60+,White / Caucasian,500,yes
perfect prawn,pid_1721,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1726,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_1728,Female,30-44,White / Caucasian,500,yes
perfect prawn,pid_1740,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1741,Male,18-29,Other,500,yes
perfect prawn,pid_1743,Male,30-44,White / Caucasian,500,yes
perfect prawn,pid_1751,Female,45-59,White / Caucasian,500,yes
perfect prawn,pid_1757,Female,60+,White / Caucasian,500,yes
perfect prawn,pid_1763,Female,45-59,Latino / Hispanic,500,yes
perfect prawn,pid_1772,Female,60+,Asian / Asian-American,500,yes
perfect prawn,pid_1773,Male,18-29,Latino / Hispanic,500,yes
